paper_id,doi,title,year,journal,diameter_nm,length_um,layers,method,cvd_temperature_C,catalyst,carbon_source,conductivity_Sm,tensile_strength_GPa,youngs_modulus_GPa,notes,status,material_type,source_reference,aspect_ratio,log_diameter,is_swcnn,is_cvd,temp_normalized,has_catalyst,has_carbon_source,volume_fraction_est
CNT_034,SYNTHETIC_034,Synthetic data based on literature ranges (SWCNT),2015,Literature-based synthesis,1.61,374.6,1,Arc discharge,,,,1160407.0,95.1,1156.0,SWCNT synthetic data,Synthetic,SWCNT,,232670.80745341614,0.20682614577989133,1,0,0.0,0,0,0.3857875853555032
CNT_035,SYNTHETIC_035,Synthetic data based on literature ranges (SWCNT),2011,Literature-based synthesis,1.38,129.6,1,HiPco,,,,1374464.0,137.0,1242.0,SWCNT synthetic data,Synthetic,SWCNT,,93913.04347826088,0.13987940110726874,1,0,0.0,0,0,0.5250997689561018
CNT_036,SYNTHETIC_036,Synthetic data based on literature ranges (SWCNT),2013,Literature-based synthesis,1.57,326.1,1,Arc discharge,,,,2181319.0,57.6,1149.0,SWCNT synthetic data,Synthetic,SWCNT,,207707.00636942673,0.19589992902983475,1,0,0.0,0,0,0.4056959714390036
CNT_037,SYNTHETIC_037,Synthetic data based on literature ranges (SWCNT),2010,Literature-based synthesis,0.85,326.3,1,CVD,982.0,,,1538603.0,31.9,1450.0,SWCNT synthetic data,Synthetic,SWCNT,,383882.3529411765,-0.07058056335132322,1,1,0.982,0,0,1.384083044982699
CNT_038,SYNTHETIC_038,Synthetic data based on literature ranges (SWCNT),2010,Literature-based synthesis,2.02,290.4,1,HiPco,,,,690650.0,66.7,934.0,SWCNT synthetic data,Synthetic,SWCNT,,143762.37623762377,0.30535158444383886,1,0,0.0,0,0,0.2450740123517302
CNT_039,SYNTHETIC_039,Synthetic data based on literature ranges (SWCNT),2017,Literature-based synthesis,1.5,93.1,1,Arc discharge,,,,2345686.0,113.5,1199.0,SWCNT synthetic data,Synthetic,SWCNT,,62066.666666666664,0.17609154858523932,1,0,0.0,0,0,0.4444444444444444
CNT_040,SYNTHETIC_040,Synthetic data based on literature ranges (SWCNT),2016,Literature-based synthesis,1.26,338.9,1,CVD,776.0,Fe,C2H2,2300246.0,46.4,1296.0,SWCNT synthetic data,Synthetic,SWCNT,,268968.25396825396,0.10037088979558634,1,1,0.776,1,1,0.6298815822625345
CNT_041,SYNTHETIC_041,Synthetic data based on literature ranges (SWCNT),2018,Literature-based synthesis,1.45,406.6,1,Laser ablation,,,,2241372.0,139.6,1158.0,SWCNT synthetic data,Synthetic,SWCNT,,280413.7931034483,0.16136830174830738,1,0,0.0,0,0,0.4756242568370987
CNT_042,SYNTHETIC_042,Synthetic data based on literature ranges (SWCNT),2015,Literature-based synthesis,2.18,105.2,1,CVD,819.0,Fe,Ethanol,595739.0,99.5,1107.0,SWCNT synthetic data,Synthetic,SWCNT,,48256.88073394495,0.33845669282221147,1,1,0.819,1,1,0.21041999831664
CNT_043,SYNTHETIC_043,Synthetic data based on literature ranges (SWCNT),2019,Literature-based synthesis,1.52,86.0,1,HiPco,,,,2155436.0,133.2,975.0,SWCNT synthetic data,Synthetic,SWCNT,,56578.94736842105,0.18184387366473242,1,0,0.0,0,0,0.4328254847645429
CNT_044,SYNTHETIC_044,Synthetic data based on literature ranges (SWCNT),2013,Literature-based synthesis,2.61,186.5,1,CVD,857.0,Fe/Co,CH4,1495578.0,40.2,836.0,SWCNT synthetic data,Synthetic,SWCNT,,71455.93869731801,0.4166406737346023,1,1,0.857,1,1,0.14679761013490703
CNT_045,SYNTHETIC_045,Synthetic data based on literature ranges (SWCNT),2019,Literature-based synthesis,1.7,352.8,1,CVD,740.0,,CO,665348.0,77.9,1103.0,SWCNT synthetic data,Synthetic,SWCNT,,207529.41176470587,0.23044917684554106,1,1,0.74,0,1,0.34602076124567477
CNT_046,SYNTHETIC_046,Synthetic data based on literature ranges (SWCNT),2019,Literature-based synthesis,0.97,22.4,1,HiPco,,,,2459109.0,113.5,1086.0,SWCNT synthetic data,Synthetic,SWCNT,,23092.78350515464,-0.013227818007715931,1,0,0.0,0,0,1.0628122010840686
CNT_047,SYNTHETIC_047,Synthetic data based on literature ranges (SWCNT),2014,Literature-based synthesis,2.81,226.8,1,CVD,728.0,Fe,,1485745.0,92.0,1260.0,SWCNT synthetic data,Synthetic,SWCNT,,80711.74377224199,0.44870647445824885,1,1,0.728,1,0,0.12664479933131545
CNT_048,SYNTHETIC_048,Synthetic data based on literature ranges (SWCNT),2023,Literature-based synthesis,2.15,215.6,1,CVD,807.0,Fe/Co,CH4,745402.0,35.5,829.0,SWCNT synthetic data,Synthetic,SWCNT,,100279.06976744186,0.3324386619129918,1,1,0.807,1,1,0.2163331530557058
CNT_049,SYNTHETIC_049,Synthetic data based on literature ranges (SWCNT),2015,Literature-based synthesis,2.95,95.9,1,CVD,929.0,Fe/Co,C2H2,1202460.0,108.0,834.0,SWCNT synthetic data,Synthetic,SWCNT,,32508.474576271183,0.4698221631966065,1,1,0.929,1,1,0.11490950876185003
CNT_050,SYNTHETIC_050,Synthetic data based on literature ranges (SWCNT),2016,Literature-based synthesis,2.2,32.2,1,CVD,888.0,Co,Ethanol,1633766.0,49.6,849.0,SWCNT synthetic data,Synthetic,SWCNT,,14636.363636363636,0.3424228782287441,1,1,0.888,1,1,0.20661157024793386
CNT_051,SYNTHETIC_051,Synthetic data based on literature ranges (SWCNT),2010,Literature-based synthesis,2.88,434.9,1,Arc discharge,,,,1722864.0,111.3,1201.0,SWCNT synthetic data,Synthetic,SWCNT,,151006.94444444444,0.4593926385558998,1,0,0.0,0,0,0.12056327160493828
CNT_052,SYNTHETIC_052,Synthetic data based on literature ranges (SWCNT),2021,Literature-based synthesis,1.81,277.4,1,Laser ablation,,,,1256172.0,145.3,1434.0,SWCNT synthetic data,Synthetic,SWCNT,,153259.6685082873,0.25767881481082094,1,0,0.0,0,0,0.3052409877598364
CNT_053,SYNTHETIC_053,Synthetic data based on literature ranges (SWCNT),2023,Literature-based synthesis,1.4,115.1,1,CVD,712.0,Ni,C2H2,1863622.0,76.2,1277.0,SWCNT synthetic data,Synthetic,SWCNT,,82214.28571428572,0.1461283458884714,1,1,0.712,1,1,0.5102040816326532
CNT_054,SYNTHETIC_054,Synthetic data based on literature ranges (SWCNT),2019,Literature-based synthesis,2.59,148.1,1,CVD,909.0,Ni,Ethanol,1674485.0,126.4,997.0,SWCNT synthetic data,Synthetic,SWCNT,,57181.46718146718,0.4132999317624866,1,1,0.909,1,1,0.14907350814686723
CNT_055,SYNTHETIC_055,Synthetic data based on literature ranges (SWCNT),2017,Literature-based synthesis,1.73,288.6,1,Arc discharge,,,,1883790.0,45.3,975.0,SWCNT synthetic data,Synthetic,SWCNT,,166820.80924855493,0.23804635416599562,1,0,0.0,0,0,0.33412409368839585
CNT_056,SYNTHETIC_056,Synthetic data based on literature ranges (SWCNT),2018,Literature-based synthesis,2.71,285.3,1,CVD,904.0,Fe/Co,CH4,1099910.0,94.1,1148.0,SWCNT synthetic data,Synthetic,SWCNT,,105276.75276752768,0.43296945113064256,1,1,0.904,1,1,0.13616372326084886
CNT_057,SYNTHETIC_057,Synthetic data based on literature ranges (SWCNT),2012,Literature-based synthesis,1.5,448.8,1,CVD,703.0,Co/Mo,CH4,1204265.0,144.0,1465.0,SWCNT synthetic data,Synthetic,SWCNT,,299200.0,0.17609154858523932,1,1,0.703,1,1,0.4444444444444444
CNT_058,SYNTHETIC_058,Synthetic data based on literature ranges (SWCNT),2014,Literature-based synthesis,1.88,50.8,1,CVD,881.0,Ni,CH4,2206519.0,123.8,879.0,SWCNT synthetic data,Synthetic,SWCNT,,27021.276595744683,0.2741580802713215,1,1,0.881,1,1,0.2829334540516071
CNT_059,SYNTHETIC_059,Synthetic data based on literature ranges (SWCNT),2011,Literature-based synthesis,1.89,38.2,1,Arc discharge,,,,1335585.0,136.5,1046.0,SWCNT synthetic data,Synthetic,SWCNT,,20211.640211640213,0.27646203395862345,1,0,0.0,0,0,0.27994736989445984
CNT_060,SYNTHETIC_060,Synthetic data based on literature ranges (SWCNT),2017,Literature-based synthesis,2.93,347.1,1,Laser ablation,,,,1812908.0,130.6,1098.0,SWCNT synthetic data,Synthetic,SWCNT,,118464.16382252559,0.4668677685774569,1,0,0.0,0,0,0.11648359328588567
CNT_061,SYNTHETIC_061,Synthetic data based on literature ranges (SWCNT),2022,Literature-based synthesis,0.96,412.7,1,Arc discharge,,,,875489.0,40.2,1491.0,SWCNT synthetic data,Synthetic,SWCNT,,429895.8333333334,-0.017728314570581893,1,0,0.0,0,0,1.0850694444444444
CNT_062,SYNTHETIC_062,Synthetic data based on literature ranges (SWCNT),2012,Literature-based synthesis,1.62,408.3,1,Laser ablation,,,,2382854.0,120.4,1063.0,SWCNT synthetic data,Synthetic,SWCNT,,252037.03703703702,0.20951528262556174,1,0,0.0,0,0,0.3810394756896814
CNT_063,SYNTHETIC_063,Synthetic data based on literature ranges (SWCNT),2021,Literature-based synthesis,2.51,283.6,1,CVD,972.0,Fe,C2H2,545462.0,86.2,839.0,SWCNT synthetic data,Synthetic,SWCNT,,112988.04780876495,0.39967389450669366,1,1,0.972,1,1,0.15872763924382155
CNT_064,SYNTHETIC_064,Synthetic data based on literature ranges (SWCNT),2021,Literature-based synthesis,2.49,413.2,1,Arc discharge,,,,1609456.0,58.5,1080.0,SWCNT synthetic data,Synthetic,SWCNT,,165943.7751004016,0.39619952151115595,1,0,0.0,0,0,0.16128772116578763
CNT_065,SYNTHETIC_065,Synthetic data based on literature ranges (SWCNT),2020,Literature-based synthesis,1.43,435.6,1,CVD,989.0,Fe,,705529.0,136.9,1169.0,SWCNT synthetic data,Synthetic,SWCNT,,304615.3846153846,0.15533634116739048,1,1,0.989,1,0,0.4890214680424471
CNT_066,SYNTHETIC_066,Synthetic data based on literature ranges (SWCNT),2010,Literature-based synthesis,2.82,134.0,1,Arc discharge,,,,624503.0,49.9,952.0,SWCNT synthetic data,Synthetic,SWCNT,,47517.7304964539,0.4502492623244692,1,0,0.0,0,0,0.12574820180071428
CNT_067,SYNTHETIC_067,Synthetic data based on literature ranges (SWCNT),2017,Literature-based synthesis,2.18,296.3,1,Laser ablation,,,,625230.0,63.7,1465.0,SWCNT synthetic data,Synthetic,SWCNT,,135917.43119266053,0.33845669282221147,1,0,0.0,0,0,0.21041999831664
CNT_068,SYNTHETIC_068,Synthetic data based on literature ranges (SWCNT),2013,Literature-based synthesis,1.67,62.3,1,CVD,751.0,Ni,C2H2,1006634.0,61.9,1052.0,SWCNT synthetic data,Synthetic,SWCNT,,37305.389221556885,0.22271673120408136,1,1,0.751,1,1,0.35856430850873106
CNT_069,SYNTHETIC_069,Synthetic data based on literature ranges (SWCNT),2022,Literature-based synthesis,2.97,352.1,1,Arc discharge,,,,967236.0,127.7,1279.0,SWCNT synthetic data,Synthetic,SWCNT,,118552.18855218854,0.47275659554428606,1,0,0.0,0,0,0.11336711673412007
CNT_070,SYNTHETIC_070,Synthetic data based on literature ranges (SWCNT),2019,Literature-based synthesis,1.09,47.3,1,Laser ablation,,,,1522951.0,99.7,1443.0,SWCNT synthetic data,Synthetic,SWCNT,,43394.49541284404,0.03742689637574537,1,0,0.0,0,0,0.84167999326656
CNT_071,SYNTHETIC_071,Synthetic data based on literature ranges (SWCNT),2018,Literature-based synthesis,2.85,434.4,1,CVD,708.0,Co,Ethanol,2011208.0,48.1,1216.0,SWCNT synthetic data,Synthetic,SWCNT,,152421.05263157893,0.45484501239251224,1,1,0.708,1,1,0.12311480455524776
CNT_072,SYNTHETIC_072,Synthetic data based on literature ranges (SWCNT),2016,Literature-based synthesis,2.93,422.6,1,Laser ablation,,,,1211119.0,79.8,991.0,SWCNT synthetic data,Synthetic,SWCNT,,144232.0819112628,0.4668677685774569,1,0,0.0,0,0,0.11648359328588567
CNT_073,SYNTHETIC_073,Synthetic data based on literature ranges (SWCNT),2014,Literature-based synthesis,2.7,408.3,1,HiPco,,,,2058473.0,96.7,1338.0,SWCNT synthetic data,Synthetic,SWCNT,,151222.22222222222,0.4313639250087657,1,0,0.0,0,0,0.1371742112482853
CNT_074,SYNTHETIC_074,Synthetic data based on literature ranges (SWCNT),2011,Literature-based synthesis,2.47,195.1,1,CVD,762.0,Fe,CH4,859996.0,135.4,1330.0,SWCNT synthetic data,Synthetic,SWCNT,,78987.85425101213,0.39269712908735566,1,1,0.762,1,1,0.1639102427510695
CNT_075,SYNTHETIC_075,Synthetic data based on literature ranges (SWCNT),2021,Literature-based synthesis,1.59,65.6,1,Arc discharge,,,,1549713.0,122.7,1164.0,SWCNT synthetic data,Synthetic,SWCNT,,41257.86163522012,0.20139739746154917,1,0,0.0,0,0,0.39555397333966213
CNT_076,SYNTHETIC_076,Synthetic data based on literature ranges (SWCNT),2020,Literature-based synthesis,2.6,484.3,1,CVD,938.0,Ni,C2H2,1180945.0,124.2,1248.0,SWCNT synthetic data,Synthetic,SWCNT,,186269.23076923075,0.4149735150071251,1,1,0.938,1,1,0.14792899408284022
CNT_077,SYNTHETIC_077,Synthetic data based on literature ranges (SWCNT),2015,Literature-based synthesis,1.27,76.8,1,CVD,805.0,Ni,C2H2,1496872.0,138.5,1044.0,SWCNT synthetic data,Synthetic,SWCNT,,60472.44094488189,0.10380406291998119,1,1,0.805,1,1,0.62000124000248
CNT_078,SYNTHETIC_078,Synthetic data based on literature ranges (SWCNT),2013,Literature-based synthesis,1.79,456.1,1,CVD,857.0,Ni,CO,1387791.0,131.1,1338.0,SWCNT synthetic data,Synthetic,SWCNT,,254804.46927374302,0.252853273602441,1,1,0.857,1,1,0.3121001217190475
CNT_079,SYNTHETIC_079,Synthetic data based on literature ranges (SWCNT),2020,Literature-based synthesis,1.81,490.2,1,CVD,799.0,Ni,CH4,714248.0,45.5,890.0,SWCNT synthetic data,Synthetic,SWCNT,,270828.72928176797,0.25767881481082094,1,1,0.799,1,1,0.3052409877598364
CNT_080,SYNTHETIC_080,Synthetic data based on literature ranges (SWCNT),2012,Literature-based synthesis,1.11,324.0,1,CVD,804.0,Co/Mo,C2H2,2025612.0,50.7,935.0,SWCNT synthetic data,Synthetic,SWCNT,,291891.8918918919,0.045323370042771205,1,1,0.804,1,1,0.8116224332440547
CNT_081,SYNTHETIC_081,Synthetic data based on literature ranges (SWCNT),2019,Literature-based synthesis,2.61,179.1,1,CVD,710.0,Co,C2H2,1078356.0,137.3,890.0,SWCNT synthetic data,Synthetic,SWCNT,,68620.68965517242,0.4166406737346023,1,1,0.71,1,1,0.14679761013490703
CNT_082,SYNTHETIC_082,Synthetic data based on literature ranges (SWCNT),2022,Literature-based synthesis,2.32,29.3,1,Laser ablation,,,,1557664.0,39.8,1412.0,SWCNT synthetic data,Synthetic,SWCNT,,12629.310344827587,0.3654881720867567,1,0,0.0,0,0,0.1857907253269917
CNT_083,SYNTHETIC_083,Synthetic data based on literature ranges (SWCNT),2023,Literature-based synthesis,0.81,435.5,1,CVD,879.0,,C2H2,2797944.0,58.3,1332.0,SWCNT synthetic data,Synthetic,SWCNT,,537654.3209876543,-0.09151444495565413,1,1,0.879,0,1,1.5241579027587255
CNT_084,SYNTHETIC_084,Synthetic data based on literature ranges (SWCNT),2019,Literature-based synthesis,1.82,376.3,1,CVD,776.0,Fe/Co,Ethanol,1473133.0,93.9,875.0,SWCNT synthetic data,Synthetic,SWCNT,,206758.24175824175,0.2600716266083509,1,1,0.776,1,1,0.30189590629151064
CNT_085,SYNTHETIC_085,Synthetic data based on literature ranges (SWCNT),2018,Literature-based synthesis,1.58,204.6,1,CVD,921.0,Fe,C2H4,2134946.0,40.7,1175.0,SWCNT synthetic data,Synthetic,SWCNT,,129493.67088607594,0.1986573618242609,1,1,0.921,1,1,0.40057683063611593
CNT_086,SYNTHETIC_086,Synthetic data based on literature ranges (SWCNT),2015,Literature-based synthesis,2.76,300.9,1,Arc discharge,,,,1726564.0,89.8,861.0,SWCNT synthetic data,Synthetic,SWCNT,,109021.73913043478,0.4409092394182623,1,0,0.0,0,0,0.13127494223902544
CNT_087,SYNTHETIC_087,Synthetic data based on literature ranges (SWCNT),2022,Literature-based synthesis,2.09,375.3,1,CVD,738.0,Fe,C2H2,1636862.0,98.5,1049.0,SWCNT synthetic data,Synthetic,SWCNT,,179569.37799043063,0.3201464939074071,1,1,0.738,1,1,0.22893248780934505
CNT_088,SYNTHETIC_088,Synthetic data based on literature ranges (SWCNT),2017,Literature-based synthesis,1.53,467.5,1,CVD,768.0,Co,C2H2,2175218.0,40.5,1364.0,SWCNT synthetic data,Synthetic,SWCNT,,305555.55555555556,0.1846917146701086,1,1,0.768,1,1,0.4271861249946602
CNT_089,SYNTHETIC_089,Synthetic data based on literature ranges (SWCNT),2011,Literature-based synthesis,2.77,49.3,1,Arc discharge,,,,1142256.0,147.9,878.0,SWCNT synthetic data,Synthetic,SWCNT,,17797.83393501805,0.4424799258494318,1,0,0.0,0,0,0.13032881961188078
CNT_090,SYNTHETIC_090,Synthetic data based on literature ranges (SWCNT),2019,Literature-based synthesis,2.07,459.5,1,CVD,993.0,Co,CO,1935941.0,116.2,1175.0,SWCNT synthetic data,Synthetic,SWCNT,,221980.67632850242,0.3159705552609646,1,1,0.993,1,1,0.23337767509160076
CNT_091,SYNTHETIC_091,Synthetic data based on literature ranges (SWCNT),2015,Literature-based synthesis,1.42,387.1,1,CVD,797.0,Co,C2H2,1081787.0,43.8,1227.0,SWCNT synthetic data,Synthetic,SWCNT,,272605.6338028169,0.15228865022413318,1,1,0.797,1,1,0.4959333465582226
CNT_092,SYNTHETIC_092,Synthetic data based on literature ranges (SWCNT),2022,Literature-based synthesis,2.08,85.6,1,CVD,860.0,Fe,C2H2,783250.0,37.6,1493.0,SWCNT synthetic data,Synthetic,SWCNT,,41153.84615384615,0.3180635437581354,1,1,0.86,1,1,0.23113905325443784
CNT_093,SYNTHETIC_093,Synthetic data based on literature ranges (SWCNT),2014,Literature-based synthesis,2.31,53.1,1,CVD,701.0,Fe,C2H2,1524872.0,125.3,875.0,SWCNT synthetic data,Synthetic,SWCNT,,22987.012987012986,0.36361216789837286,1,1,0.701,1,1,0.1874027848053822
CNT_094,SYNTHETIC_094,Synthetic data based on literature ranges (SWCNT),2022,Literature-based synthesis,2.63,482.9,1,CVD,919.0,Co/Mo,CH4,624089.0,118.9,1202.0,SWCNT synthetic data,Synthetic,SWCNT,,183612.16730038024,0.41995591362070817,1,1,0.919,1,1,0.14457343607685524
CNT_095,SYNTHETIC_095,Synthetic data based on literature ranges (SWCNT),2022,Literature-based synthesis,1.11,399.7,1,CVD,749.0,Fe,Ethanol,2019696.0,92.8,1051.0,SWCNT synthetic data,Synthetic,SWCNT,,360090.09009009006,0.045323370042771205,1,1,0.749,1,1,0.8116224332440547
CNT_096,SYNTHETIC_096,Synthetic data based on literature ranges (SWCNT),2010,Literature-based synthesis,2.09,344.7,1,CVD,914.0,Co/Mo,C2H4,1458776.0,82.6,1204.0,SWCNT synthetic data,Synthetic,SWCNT,,164928.2296650718,0.3201464939074071,1,1,0.914,1,1,0.22893248780934505
CNT_097,SYNTHETIC_097,Synthetic data based on literature ranges (SWCNT),2015,Literature-based synthesis,2.78,198.1,1,Arc discharge,,,,1902881.0,104.9,882.0,SWCNT synthetic data,Synthetic,SWCNT,,71258.9928057554,0.44404495213908485,1,0,0.0,0,0,0.1293928885668444
CNT_098,SYNTHETIC_098,Synthetic data based on literature ranges (SWCNT),2023,Literature-based synthesis,1.53,368.0,1,Arc discharge,,,,917612.0,135.4,1147.0,SWCNT synthetic data,Synthetic,SWCNT,,240522.87581699347,0.1846917146701086,1,0,0.0,0,0,0.4271861249946602
CNT_099,SYNTHETIC_099,Synthetic data based on literature ranges (SWCNT),2020,Literature-based synthesis,2.77,396.4,1,CVD,794.0,Fe,CO,563836.0,98.4,1334.0,SWCNT synthetic data,Synthetic,SWCNT,,143104.69314079423,0.4424799258494318,1,1,0.794,1,1,0.13032881961188078
CNT_100,SYNTHETIC_100,Synthetic data based on literature ranges (SWCNT),2022,Literature-based synthesis,2.46,60.4,1,Arc discharge,,,,1133734.0,84.8,1223.0,SWCNT synthetic data,Synthetic,SWCNT,,24552.845528455284,0.3909352836458156,1,0,0.0,0,0,0.16524555489457335
CNT_101,SYNTHETIC_101,Synthetic data based on literature ranges (SWCNT),2013,Literature-based synthesis,1.99,248.3,1,CVD,932.0,Fe,C2H4,1525478.0,115.9,1219.0,SWCNT synthetic data,Synthetic,SWCNT,,124773.86934673367,0.2988532946480849,1,1,0.932,1,1,0.252518875785965
CNT_102,SYNTHETIC_102,Synthetic data based on literature ranges (SWCNT),2021,Literature-based synthesis,1.2,455.1,1,Arc discharge,,,,1449877.0,85.4,1463.0,SWCNT synthetic data,Synthetic,SWCNT,,379250.0,0.07918160795954224,1,0,0.0,0,0,0.6944444444444444
CNT_103,SYNTHETIC_103,Synthetic data based on literature ranges (SWCNT),2014,Literature-based synthesis,2.81,78.2,1,CVD,777.0,Fe/Co,C2H4,666549.0,140.3,1353.0,SWCNT synthetic data,Synthetic,SWCNT,,27829.18149466192,0.44870647445824885,1,1,0.777,1,1,0.12664479933131545
CNT_104,SYNTHETIC_104,Synthetic data based on literature ranges (SWCNT),2017,Literature-based synthesis,2.36,84.7,1,Arc discharge,,,,1516105.0,80.9,1316.0,SWCNT synthetic data,Synthetic,SWCNT,,35889.83050847458,0.37291218699315315,1,0,0.0,0,0,0.1795461074403907
CNT_105,SYNTHETIC_105,Synthetic data based on literature ranges (SWCNT),2012,Literature-based synthesis,2.65,456.2,1,CVD,771.0,Fe,CH4,1823041.0,69.9,1018.0,SWCNT synthetic data,Synthetic,SWCNT,,172150.94339622642,0.42324603782148706,1,1,0.771,1,1,0.1423994304022784
CNT_106,SYNTHETIC_106,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,30.79,405.0,10,Arc discharge,,,,285022.0,65.1,785.0,MWCNT synthetic data,Synthetic,MWCNT,,13153.621305618708,1.4884097030082477,0,0,0.0,0,0,0.010548255049634286
CNT_107,SYNTHETIC_107,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,21.71,542.0,12,Laser ablation,,,,519130.0,43.7,1114.0,MWCNT synthetic data,Synthetic,MWCNT,,24965.453707968678,1.3366598434587715,0,0,0.0,0,0,0.02546018758641877
CNT_108,SYNTHETIC_108,Synthetic data based on literature ranges (MWCNT),2010,Literature-based synthesis,4.54,913.6,8,CVD,710.0,Co,CO,349828.0,25.4,407.0,MWCNT synthetic data,Synthetic,MWCNT,,201233.48017621145,0.6570559485166709,0,1,0.71,1,1,0.38813095538434667
CNT_109,SYNTHETIC_109,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,11.37,961.5,18,Arc discharge,,,,874569.0,47.5,449.0,MWCNT synthetic data,Synthetic,MWCNT,,84564.6437994723,1.0557605028842574,0,0,0.0,0,0,0.13923601200214425
CNT_110,SYNTHETIC_110,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,30.98,76.4,18,CVD,842.0,Ni,CH4,797975.0,41.7,800.0,MWCNT synthetic data,Synthetic,MWCNT,,2466.1071659134927,1.4910814274417306,0,1,0.842,1,1,0.018754680855763584
CNT_111,SYNTHETIC_111,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,25.61,502.0,5,CVD,959.0,Co/Mo,C2H2,343670.0,55.1,527.0,MWCNT synthetic data,Synthetic,MWCNT,,19601.71807887544,1.4084095954264333,0,1,0.959,1,1,0.0076234375574140145
CNT_112,SYNTHETIC_112,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,49.01,841.4,8,Arc discharge,,,,124386.0,25.5,423.0,MWCNT synthetic data,Synthetic,MWCNT,,17167.924913283005,1.6902847113739738,0,0,0.0,0,0,0.003330585461553158
CNT_113,SYNTHETIC_113,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,26.76,599.1,16,Arc discharge,,,,898714.0,49.0,980.0,MWCNT synthetic data,Synthetic,MWCNT,,22387.89237668161,1.427486125325026,0,0,0.0,0,0,0.022343323033061413
CNT_114,SYNTHETIC_114,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,14.43,725.0,15,Laser ablation,,,,457465.0,56.8,453.0,MWCNT synthetic data,Synthetic,MWCNT,,50242.55024255024,1.1592663611901308,0,0,0.0,0,0,0.07203749407491612
CNT_115,SYNTHETIC_115,Synthetic data based on literature ranges (MWCNT),2022,Literature-based synthesis,45.13,22.9,8,Arc discharge,,,,863315.0,18.6,990.0,MWCNT synthetic data,Synthetic,MWCNT,,507.4230002215821,1.6544653431433338,0,0,0.0,0,0,0.003927890027327804
CNT_116,SYNTHETIC_116,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,22.81,893.7,16,Arc discharge,,,,402279.0,67.8,619.0,MWCNT synthetic data,Synthetic,MWCNT,,39180.18412976765,1.358125304316301,0,0,0.0,0,0,0.030751720030190506
CNT_117,SYNTHETIC_117,Synthetic data based on literature ranges (MWCNT),2019,Literature-based synthesis,15.6,627.9,7,Laser ablation,,,,426482.0,70.3,402.0,MWCNT synthetic data,Synthetic,MWCNT,,40250.0,1.1931246261938506,0,0,0.0,0,0,0.02876397107166338
CNT_118,SYNTHETIC_118,Synthetic data based on literature ranges (MWCNT),2011,Literature-based synthesis,38.89,148.7,11,Arc discharge,,,,986831.0,43.0,405.0,MWCNT synthetic data,Synthetic,MWCNT,,3823.605039856004,1.589837954314713,0,0,0.0,0,0,0.007273053778744844
CNT_119,SYNTHETIC_119,Synthetic data based on literature ranges (MWCNT),2023,Literature-based synthesis,4.06,276.0,9,Arc discharge,,,,462295.0,25.3,805.0,MWCNT synthetic data,Synthetic,MWCNT,,67980.29556650246,0.6085261405462651,0,0,0.0,0,0,0.5459972336140165
CNT_120,SYNTHETIC_120,Synthetic data based on literature ranges (MWCNT),2019,Literature-based synthesis,49.27,530.4,14,Arc discharge,,,,714865.0,67.6,766.0,MWCNT synthetic data,Synthetic,MWCNT,,10765.171503957783,1.6925825710894915,0,0,0.0,0,0,0.005767172094763371
CNT_121,SYNTHETIC_121,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,30.1,281.3,18,CVD,849.0,Fe/Co,CH4,226017.0,28.5,534.0,MWCNT synthetic data,Synthetic,MWCNT,,9345.514950166113,1.4785665100222312,0,1,0.849,1,1,0.019867330382666856
CNT_122,SYNTHETIC_122,Synthetic data based on literature ranges (MWCNT),2023,Literature-based synthesis,31.08,604.5,8,Arc discharge,,,,854296.0,38.3,897.0,MWCNT synthetic data,Synthetic,MWCNT,,19449.806949806953,1.4924810241023154,0,0,0.0,0,0,0.008281861563714847
CNT_123,SYNTHETIC_123,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,5.21,174.6,12,CVD,727.0,Fe/Co,CH4,853371.0,40.6,1111.0,MWCNT synthetic data,Synthetic,MWCNT,,33512.47600767754,0.7168378066573825,0,1,0.727,1,1,0.44208502031749075
CNT_124,SYNTHETIC_124,Synthetic data based on literature ranges (MWCNT),2013,Literature-based synthesis,16.96,570.7,3,CVD,986.0,Fe,C2H2,342920.0,47.8,298.0,MWCNT synthetic data,Synthetic,MWCNT,,33649.764150943396,1.2294258735276802,0,1,0.986,1,1,0.010429645781416873
CNT_125,SYNTHETIC_125,Synthetic data based on literature ranges (MWCNT),2017,Literature-based synthesis,5.42,501.4,14,CVD,887.0,Co,C2H2,416386.0,38.9,939.0,MWCNT synthetic data,Synthetic,MWCNT,,92509.22509225093,0.7339993666665128,0,1,0.887,1,1,0.476573031412971
