paper_id,doi,title,year,journal,diameter_nm,length_um,layers,method,cvd_temperature_C,catalyst,carbon_source,conductivity_Sm,tensile_strength_GPa,youngs_modulus_GPa,notes,status,material_type
CNT_378,SYNTHETIC_378,Synthetic data based on literature ranges (MWCNT),2019,Literature-based synthesis,23.38,101.7,16,CVD,830.0,Fe/Co,CH4,630509.0,52.9,896.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_379,SYNTHETIC_379,Synthetic data based on literature ranges (MWCNT),2011,Literature-based synthesis,35.94,212.0,8,CVD,963.0,Fe/Co,CH4,323539.0,25.0,458.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_380,SYNTHETIC_380,Synthetic data based on literature ranges (MWCNT),2013,Literature-based synthesis,5.94,464.4,4,CVD,879.0,Ni,C2H2,399731.0,71.9,485.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_381,SYNTHETIC_381,Synthetic data based on literature ranges (MWCNT),2022,Literature-based synthesis,46.84,548.8,15,CVD,854.0,Fe,,362346.0,64.0,675.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_382,SYNTHETIC_382,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,30.47,542.9,18,Laser ablation,,,,923731.0,70.2,295.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_383,SYNTHETIC_383,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,24.35,633.9,12,Arc discharge,,,,850279.0,45.0,748.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_384,SYNTHETIC_384,Synthetic data based on literature ranges (MWCNT),2015,Literature-based synthesis,47.01,73.4,3,Arc discharge,,,,806588.0,51.9,326.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_385,SYNTHETIC_385,Synthetic data based on literature ranges (MWCNT),2022,Literature-based synthesis,26.62,65.6,5,CVD,784.0,Fe/Co,CH4,467900.0,74.7,290.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_386,SYNTHETIC_386,Synthetic data based on literature ranges (MWCNT),2014,Literature-based synthesis,6.31,193.8,19,Laser ablation,,,,832713.0,58.0,377.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_387,SYNTHETIC_387,Synthetic data based on literature ranges (MWCNT),2018,Literature-based synthesis,3.37,925.3,11,Arc discharge,,,,421197.0,34.8,1010.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_388,SYNTHETIC_388,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,41.92,223.9,6,CVD,806.0,Co,,888687.0,17.2,533.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_389,SYNTHETIC_389,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,41.96,355.4,10,Laser ablation,,,,709247.0,68.7,1019.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_390,SYNTHETIC_390,Synthetic data based on literature ranges (MWCNT),2017,Literature-based synthesis,22.48,23.1,10,CVD,902.0,Fe,C2H4,306638.0,18.2,382.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_391,SYNTHETIC_391,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,43.56,536.6,13,Arc discharge,,,,245227.0,15.8,261.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_392,SYNTHETIC_392,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,37.42,882.8,11,Arc discharge,,,,623929.0,18.3,433.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_393,SYNTHETIC_393,Synthetic data based on literature ranges (MWCNT),2010,Literature-based synthesis,14.53,67.2,16,Arc discharge,,,,614721.0,79.0,671.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_394,SYNTHETIC_394,Synthetic data based on literature ranges (MWCNT),2022,Literature-based synthesis,23.16,545.5,11,CVD,926.0,Fe,C2H2,592017.0,50.3,255.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_395,SYNTHETIC_395,Synthetic data based on literature ranges (MWCNT),2014,Literature-based synthesis,35.74,500.7,8,CVD,908.0,Fe,C2H2,906107.0,24.3,666.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_396,SYNTHETIC_396,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,39.49,615.2,12,CVD,842.0,Ni,C2H4,719768.0,27.7,248.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_397,SYNTHETIC_397,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,35.77,755.1,17,CVD,738.0,Fe,C2H2,559506.0,67.4,669.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_398,SYNTHETIC_398,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,3.63,415.6,9,CVD,784.0,Fe,CH4,531334.0,22.7,894.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_399,SYNTHETIC_399,Synthetic data based on literature ranges (MWCNT),2015,Literature-based synthesis,28.64,981.9,19,CVD,941.0,Co,,603153.0,32.5,491.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_400,SYNTHETIC_400,Synthetic data based on literature ranges (MWCNT),2010,Literature-based synthesis,37.27,612.3,5,CVD,917.0,Ni,CO,107527.0,25.2,729.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_401,SYNTHETIC_401,Synthetic data based on literature ranges (MWCNT),2019,Literature-based synthesis,20.54,635.7,3,Laser ablation,,,,593577.0,14.7,734.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_402,SYNTHETIC_402,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,28.76,525.9,8,Arc discharge,,,,782652.0,11.0,402.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_403,SYNTHETIC_403,Synthetic data based on literature ranges (MWCNT),2019,Literature-based synthesis,37.89,178.2,10,CVD,817.0,Fe,CH4,644871.0,40.3,941.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_404,SYNTHETIC_404,Synthetic data based on literature ranges (MWCNT),2011,Literature-based synthesis,30.2,636.1,11,CVD,824.0,Fe/Co,C2H2,629654.0,23.0,796.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_405,SYNTHETIC_405,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,22.97,908.8,13,Arc discharge,,,,602135.0,50.9,372.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_406,SYNTHETIC_406,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,41.63,662.9,18,CVD,908.0,Fe,,672737.0,32.7,537.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_407,SYNTHETIC_407,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,24.77,285.7,5,Laser ablation,,,,156826.0,64.4,857.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_408,SYNTHETIC_408,Synthetic data based on literature ranges (MWCNT),2015,Literature-based synthesis,49.22,788.8,6,Arc discharge,,,,235547.0,25.2,592.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_409,SYNTHETIC_409,Synthetic data based on literature ranges (MWCNT),2018,Literature-based synthesis,4.58,880.4,4,Laser ablation,,,,667036.0,70.1,791.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_410,SYNTHETIC_410,Synthetic data based on literature ranges (MWCNT),2017,Literature-based synthesis,45.2,889.2,9,Arc discharge,,,,492778.0,56.7,310.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_411,SYNTHETIC_411,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,14.7,580.9,7,CVD,1000.0,Co,CO,825999.0,70.1,1068.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_412,SYNTHETIC_412,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,29.84,311.0,14,CVD,707.0,Co,CO,609563.0,31.9,889.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_413,SYNTHETIC_413,Synthetic data based on literature ranges (MWCNT),2019,Literature-based synthesis,3.74,27.0,19,Arc discharge,,,,378060.0,19.3,796.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_414,SYNTHETIC_414,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,29.48,628.4,11,CVD,721.0,Ni,CO,708513.0,19.7,776.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_415,SYNTHETIC_415,Synthetic data based on literature ranges (MWCNT),2013,Literature-based synthesis,43.82,385.3,3,CVD,858.0,Fe,,983006.0,55.5,762.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_416,SYNTHETIC_416,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,47.18,509.0,12,Laser ablation,,,,426188.0,70.5,343.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_417,SYNTHETIC_417,Synthetic data based on literature ranges (MWCNT),2010,Literature-based synthesis,10.87,505.4,10,Arc discharge,,,,976823.0,14.9,739.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_418,SYNTHETIC_418,Synthetic data based on literature ranges (MWCNT),2010,Literature-based synthesis,32.89,603.3,16,CVD,713.0,Ni,C2H2,953870.0,14.2,944.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_419,SYNTHETIC_419,Synthetic data based on literature ranges (MWCNT),2010,Literature-based synthesis,31.66,702.6,13,CVD,906.0,Co/Mo,C2H4,958182.0,71.7,808.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_420,SYNTHETIC_420,Synthetic data based on literature ranges (MWCNT),2017,Literature-based synthesis,16.02,922.1,12,Arc discharge,,,,419432.0,13.6,269.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_421,SYNTHETIC_421,Synthetic data based on literature ranges (MWCNT),2017,Literature-based synthesis,13.85,916.5,17,Arc discharge,,,,637099.0,45.1,1253.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_422,SYNTHETIC_422,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,12.24,740.1,10,HiPco,,,,127023.0,72.8,802.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_423,SYNTHETIC_423,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,32.09,941.4,15,CVD,720.0,,Ethanol,867293.0,75.7,334.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_424,SYNTHETIC_424,Synthetic data based on literature ranges (MWCNT),2018,Literature-based synthesis,40.1,422.1,3,CVD,717.0,Co/Mo,CH4,494611.0,47.1,892.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_425,SYNTHETIC_425,Synthetic data based on literature ranges (MWCNT),2022,Literature-based synthesis,48.48,445.3,9,CVD,889.0,Fe,CH4,843957.0,35.6,543.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_426,SYNTHETIC_426,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,5.94,218.4,5,CVD,803.0,Co/Mo,CH4,174463.0,43.9,442.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_427,SYNTHETIC_427,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,32.01,164.4,7,Laser ablation,,,,373262.0,31.8,217.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_428,SYNTHETIC_428,Synthetic data based on literature ranges (MWCNT),2022,Literature-based synthesis,25.93,91.4,11,Laser ablation,,,,151281.0,39.3,664.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_429,SYNTHETIC_429,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,19.31,551.8,13,Laser ablation,,,,875983.0,32.0,763.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_430,SYNTHETIC_430,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,29.44,767.5,9,CVD,759.0,Co,CO,543312.0,43.8,979.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_431,SYNTHETIC_431,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,8.5,801.7,17,CVD,836.0,Fe/Co,CH4,276777.0,76.6,435.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_432,SYNTHETIC_432,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,37.6,517.8,15,Arc discharge,,,,306844.0,48.7,620.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_433,SYNTHETIC_433,Synthetic data based on literature ranges (MWCNT),2018,Literature-based synthesis,9.64,575.2,4,CVD,755.0,Fe/Co,CH4,934411.0,77.9,628.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_434,SYNTHETIC_434,Synthetic data based on literature ranges (MWCNT),2018,Literature-based synthesis,39.93,260.3,11,CVD,726.0,Ni,Ethanol,816334.0,22.3,864.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_435,SYNTHETIC_435,Synthetic data based on literature ranges (MWCNT),2010,Literature-based synthesis,14.87,524.9,8,Arc discharge,,,,776509.0,53.6,747.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_436,SYNTHETIC_436,Synthetic data based on literature ranges (MWCNT),2017,Literature-based synthesis,32.48,752.8,5,CVD,805.0,Fe,C2H2,928666.0,12.8,433.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_437,SYNTHETIC_437,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,46.45,788.0,14,CVD,840.0,Fe/Co,CH4,538539.0,40.1,832.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_438,SYNTHETIC_438,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,46.95,382.0,15,Laser ablation,,,,253638.0,12.1,453.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_439,SYNTHETIC_439,Synthetic data based on literature ranges (MWCNT),2013,Literature-based synthesis,33.39,234.5,16,Laser ablation,,,,558869.0,45.1,303.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_440,SYNTHETIC_440,Synthetic data based on literature ranges (MWCNT),2018,Literature-based synthesis,16.09,854.5,10,Laser ablation,,,,244612.0,11.7,642.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_441,SYNTHETIC_441,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,18.79,471.0,14,CVD,882.0,Fe,CH4,441776.0,66.1,631.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_442,SYNTHETIC_442,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,29.72,655.0,2,CVD,903.0,Ni,,448590.0,14.6,179.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_443,SYNTHETIC_443,Synthetic data based on literature ranges (MWCNT),2015,Literature-based synthesis,27.66,777.5,4,CVD,788.0,Co,CH4,137349.0,54.6,648.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_444,SYNTHETIC_444,Synthetic data based on literature ranges (MWCNT),2010,Literature-based synthesis,34.89,324.4,3,Arc discharge,,,,639665.0,45.4,434.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_445,SYNTHETIC_445,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,16.24,963.7,18,Arc discharge,,,,660421.0,79.3,581.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_446,SYNTHETIC_446,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,9.69,320.0,2,CVD,998.0,Co,,945097.0,41.7,299.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_447,SYNTHETIC_447,Synthetic data based on literature ranges (MWCNT),2018,Literature-based synthesis,7.34,171.2,13,CVD,802.0,Co,,270454.0,10.4,300.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_448,SYNTHETIC_448,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,38.31,756.3,11,CVD,788.0,Fe,,805786.0,42.4,1044.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_449,SYNTHETIC_449,Synthetic data based on literature ranges (MWCNT),2010,Literature-based synthesis,22.33,408.4,19,Laser ablation,,,,918258.0,32.0,983.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_450,SYNTHETIC_450,Synthetic data based on literature ranges (MWCNT),2019,Literature-based synthesis,23.68,732.4,4,CVD,829.0,Fe/Co,CH4,761433.0,47.2,412.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_451,SYNTHETIC_451,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,17.1,600.1,15,Arc discharge,,,,625245.0,37.3,603.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_452,SYNTHETIC_452,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,19.17,735.7,5,Arc discharge,,,,195268.0,71.1,619.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_453,SYNTHETIC_453,Synthetic data based on literature ranges (MWCNT),2015,Literature-based synthesis,22.31,565.0,18,CVD,776.0,Fe/Co,CH4,168095.0,35.3,354.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_454,SYNTHETIC_454,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,13.09,76.6,17,Laser ablation,,,,729735.0,53.2,1138.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_455,SYNTHETIC_455,Synthetic data based on literature ranges (MWCNT),2011,Literature-based synthesis,7.85,180.8,9,CVD,981.0,Fe/Co,,333704.0,77.9,613.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_456,SYNTHETIC_456,Synthetic data based on literature ranges (MWCNT),2018,Literature-based synthesis,5.37,62.2,13,Arc discharge,,,,296434.0,79.3,798.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_457,SYNTHETIC_457,Synthetic data based on literature ranges (MWCNT),2010,Literature-based synthesis,30.15,365.6,16,Laser ablation,,,,529615.0,34.6,618.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_458,SYNTHETIC_458,Synthetic data based on literature ranges (MWCNT),2023,Literature-based synthesis,18.42,217.0,18,Laser ablation,,,,422501.0,73.9,843.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_459,SYNTHETIC_459,Synthetic data based on literature ranges (MWCNT),2019,Literature-based synthesis,20.91,810.3,14,CVD,791.0,Co/Mo,CH4,940374.0,57.9,768.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_460,SYNTHETIC_460,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,47.04,318.7,7,CVD,897.0,,C2H4,743278.0,14.8,571.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_461,SYNTHETIC_461,Synthetic data based on literature ranges (MWCNT),2019,Literature-based synthesis,27.08,775.8,16,Arc discharge,,,,169123.0,34.8,808.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_462,SYNTHETIC_462,Synthetic data based on literature ranges (MWCNT),2015,Literature-based synthesis,42.18,816.5,18,Laser ablation,,,,966035.0,41.1,1034.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_463,SYNTHETIC_463,Synthetic data based on literature ranges (MWCNT),2022,Literature-based synthesis,34.76,661.6,17,CVD,786.0,Ni,CH4,916524.0,20.9,480.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_464,SYNTHETIC_464,Synthetic data based on literature ranges (MWCNT),2017,Literature-based synthesis,36.38,104.8,9,Arc discharge,,,,758338.0,77.1,423.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_465,SYNTHETIC_465,Synthetic data based on literature ranges (MWCNT),2011,Literature-based synthesis,5.36,470.0,8,Arc discharge,,,,666839.0,38.2,881.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_466,SYNTHETIC_466,Synthetic data based on literature ranges (MWCNT),2015,Literature-based synthesis,5.02,783.2,8,Arc discharge,,,,842024.0,20.3,952.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_467,SYNTHETIC_467,Synthetic data based on literature ranges (MWCNT),2013,Literature-based synthesis,47.33,244.8,13,CVD,975.0,Fe,Ethanol,535619.0,46.0,541.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_468,SYNTHETIC_468,Synthetic data based on literature ranges (MWCNT),2010,Literature-based synthesis,13.11,885.5,4,Laser ablation,,,,741561.0,58.8,439.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_469,SYNTHETIC_469,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,37.23,352.3,7,CVD,740.0,Co,C2H4,508963.0,64.6,1068.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_470,SYNTHETIC_470,Synthetic data based on literature ranges (MWCNT),2018,Literature-based synthesis,34.0,691.2,18,CVD,759.0,Fe,Ethanol,477864.0,44.8,1206.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_471,SYNTHETIC_471,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,10.53,179.2,17,CVD,939.0,Fe/Co,C2H4,406490.0,66.3,309.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_472,SYNTHETIC_472,Synthetic data based on literature ranges (MWCNT),2018,Literature-based synthesis,31.32,171.4,4,CVD,949.0,Co/Mo,C2H2,338064.0,29.6,404.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_473,SYNTHETIC_473,Synthetic data based on literature ranges (MWCNT),2019,Literature-based synthesis,22.72,60.1,12,CVD,703.0,Co/Mo,CO,952080.0,64.7,537.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_474,SYNTHETIC_474,Synthetic data based on literature ranges (MWCNT),2017,Literature-based synthesis,30.65,403.7,8,CVD,719.0,Co,C2H4,776308.0,19.2,671.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_475,SYNTHETIC_475,Synthetic data based on literature ranges (MWCNT),2014,Literature-based synthesis,7.38,416.4,12,Laser ablation,,,,301887.0,25.8,1017.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_476,SYNTHETIC_476,Synthetic data based on literature ranges (MWCNT),2022,Literature-based synthesis,7.23,201.3,16,Laser ablation,,,,175172.0,24.8,1012.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_477,SYNTHETIC_477,Synthetic data based on literature ranges (MWCNT),2022,Literature-based synthesis,43.92,761.5,4,CVD,908.0,Ni,CH4,287730.0,30.7,888.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_478,SYNTHETIC_478,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,10.01,275.5,5,CVD,738.0,Fe,Ethanol,626355.0,33.6,842.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_479,SYNTHETIC_479,Synthetic data based on literature ranges (MWCNT),2013,Literature-based synthesis,33.15,267.2,16,CVD,769.0,Co,CH4,705145.0,67.8,932.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_480,SYNTHETIC_480,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,7.96,54.8,12,CVD,901.0,Fe,CH4,993324.0,20.9,1180.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_481,SYNTHETIC_481,Synthetic data based on literature ranges (MWCNT),2011,Literature-based synthesis,10.95,358.3,4,Arc discharge,,,,879491.0,30.3,549.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_482,SYNTHETIC_482,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,23.41,452.0,3,CVD,869.0,Co/Mo,CH4,940990.0,58.2,775.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_483,SYNTHETIC_483,Synthetic data based on literature ranges (MWCNT),2010,Literature-based synthesis,7.68,607.2,16,Laser ablation,,,,136125.0,72.3,1254.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_484,SYNTHETIC_484,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,33.65,783.1,8,CVD,960.0,Fe,CH4,981236.0,57.2,964.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_485,SYNTHETIC_485,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,10.13,890.7,3,Laser ablation,,,,104864.0,10.1,454.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_486,SYNTHETIC_486,Synthetic data based on literature ranges (MWCNT),2013,Literature-based synthesis,39.12,234.0,11,CVD,888.0,Fe/Co,CH4,153949.0,19.2,802.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_487,SYNTHETIC_487,Synthetic data based on literature ranges (MWCNT),2011,Literature-based synthesis,35.97,122.3,17,CVD,844.0,Co/Mo,C2H2,518803.0,11.0,339.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_488,SYNTHETIC_488,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,42.57,487.9,3,CVD,864.0,Fe,CH4,697442.0,77.6,217.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_489,SYNTHETIC_489,Synthetic data based on literature ranges (MWCNT),2023,Literature-based synthesis,30.82,174.2,8,Arc discharge,,,,162455.0,16.3,748.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_490,SYNTHETIC_490,Synthetic data based on literature ranges (MWCNT),2013,Literature-based synthesis,40.61,864.4,7,Arc discharge,,,,364018.0,46.8,811.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_491,SYNTHETIC_491,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,31.46,314.8,14,Arc discharge,,,,951332.0,30.7,247.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_492,SYNTHETIC_492,Synthetic data based on literature ranges (MWCNT),2023,Literature-based synthesis,6.84,925.0,9,CVD,833.0,Fe,C2H4,912435.0,68.6,340.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_493,SYNTHETIC_493,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,9.33,103.5,10,CVD,850.0,Co,Ethanol,680413.0,30.2,504.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_494,SYNTHETIC_494,Synthetic data based on literature ranges (MWCNT),2022,Literature-based synthesis,3.0,715.0,18,Arc discharge,,,,233396.0,16.4,1101.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_495,SYNTHETIC_495,Synthetic data based on literature ranges (MWCNT),2014,Literature-based synthesis,48.01,570.1,10,Arc discharge,,,,831032.0,36.9,842.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_496,SYNTHETIC_496,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,21.27,247.9,2,CVD,729.0,Fe,,499693.0,47.2,748.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_497,SYNTHETIC_497,Synthetic data based on literature ranges (MWCNT),2014,Literature-based synthesis,44.89,469.2,16,CVD,847.0,Co/Mo,C2H4,725188.0,35.5,998.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_498,SYNTHETIC_498,Synthetic data based on literature ranges (MWCNT),2018,Literature-based synthesis,30.19,696.5,14,CVD,941.0,Co,,183250.0,64.6,908.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_499,SYNTHETIC_499,Synthetic data based on literature ranges (MWCNT),2012,Literature-based synthesis,16.37,448.6,14,Laser ablation,,,,276621.0,18.8,1193.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_500,SYNTHETIC_500,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,25.49,589.7,10,CVD,717.0,Fe,C2H4,589910.0,26.4,816.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_501,SYNTHETIC_501,Synthetic data based on literature ranges (MWCNT),2017,Literature-based synthesis,46.83,528.0,7,CVD,792.0,Ni,Ethanol,828932.0,50.8,839.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_502,SYNTHETIC_502,Synthetic data based on literature ranges (MWCNT),2018,Literature-based synthesis,6.51,908.7,5,CVD,911.0,Ni,C2H2,920205.0,11.5,453.0,MWCNT synthetic data,Synthetic,MWCNT
CNT_503,SYNTHETIC_503,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,48.83,834.9,5,CVD,927.0,Co,C2H2,941257.0,27.6,296.0,MWCNT synthetic data,Synthetic,MWCNT
