Category,Conductivity (MSm-1),Density (g cm-3),Specific Conductivity (kS m2/kg),Electrical Anisotropy,Alignment figure of merit,Alignment method,Alignment FWHM,FWHM type,Raman G:D,Raman wavelength,(10^-12)*G:D λ^4,Doped or Acid Exposure (Yes/ No),Tensile Strength (MPa),Specific Strength (N/Tex),Young's Modulus (GPa),Unnamed: 16,Uber Parameter,Specific Uber Parameter,CNT Diameter (nm),Plottable CNT Diameter (nm),Date Entered and Checked ,Notes,Year,Production Process,Post Process,Intentionally added intercalation dope,Host Conductivity (MSm-1),Sorted Status,Bulk Fiber Diameter (microns),G Peak Position (cm-1),Thermal Conductivity (W/(m K)),T Star (K),R value at lowest temp,R value at 4.2 K,R value at 10 K,R value at 77 K,R value at 300 K,R(300K)/R(4.2K),R(300K)/R(10K),Reference,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Log Conductivity,Log Density,Log Specific Conductivity,Log Tensile Strength,Log Specific Strength,Log Youngs Modulus,Log Raman G:D Ratio,Log Raman (10^-12)*G:D λ^4,Log CNT Diameter,Log Fiber Diameter,Log Thermal Conductivity,Log (R(300K)/R(4.2)),Log (R(300K)/R(10)),Log Host Conductivity ,Log Thermal Conductivity ,Ampacity Measurement Config,Medium 1,Substrate,Absolute I max (mA),Absolute J max (A/m2),Specific J max (mA/tex),Absolute J failure (A/m2,Specific J failure (mA/tex),Breakdown Temp (oC),Medium 2,Substrate 2,Absolute I max (mA).1,Absolute J max (A/m2).1,Specific J max (mA/tex).1,Absolute J failure (A/m2.1,Specific J failure (mA/tex).1,Probe separation for Electrical conductivity (microns),Probe separation for Ampacity (microns),Notes on ampacity,Substrate for ampacity (Yes/No),Notes on substrate ,Log (Jmax in Air (A/m2)),Log (Jmax in Vacuum(A/m2)),Bulk fibre diameter (nm),Log (Bulk fibre diameter (nm)),Effective diameter for ampacity (nm),Log (Effective diameter for ampacity (nm)),Notes on diameter,Category 2,Diameter Regime,Log (Probe separation for ampacity (microns)),Probe separation regime
Metal,Not Reported/ Can not calculate,21.45,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200516,"Pt wire, current for luminosity",1888.0,Not Reported/ Can not calculate,As-is,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,279.40000000000003,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1888_On the heating effects of electric currents,,,,,12,,1.331427296520743,,,,,,,,2.446226401778163,,,,,,Two-probe,Air,Not Reported/ Can not calculate,3337,54426890.334862635,2.5373841647954607,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,no,,7.735813521732295,,279400.00000000006,5.446226401778163,279400.00000000006,5.446226401778163,,Metal,large,Not reported/Can not calculate,Not reported/Can not calculate
Metal,Not Reported/ Can not calculate,21.45,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200516,"Pt wire, current for luminosity",1888.0,Not Reported/ Can not calculate,As-is,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,203.20000000000002,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1888_On the heating effects of electric currents,,,,,12,,1.331427296520743,,,,,,,,2.307923703611882,,,,,,Two-probe,Air,Not Reported/ Can not calculate,2536,78200937.69007814,3.6457313608428037,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,no,,7.893211960619761,,203200.00000000003,5.307923703611881,203200.00000000003,5.307923703611881,,Metal,large,Not reported/Can not calculate,Not reported/Can not calculate
Single crystal graphite,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200716,,1954.0,Single crystal graphite,As-is,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,523,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1954_Low-Temperature Thermal Conductivity of a Canadian Natural Graphite,,,,,1,,,,,,,,,,,2.718501688867274,,,,2.718501688867274,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,35.1583,Not Reported/ Can not calculate,Not Reported/ Can not calculate,48961.09699699999,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20210320,,1972.0,,Doped,ICl,2.69,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1972_Electrical Anisotropy of Synthetic Metals Based on Graphite,,,,,3,1.5460278675829522,,,,,,,,,,,,,0.42975228000240795,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,22.3539,Not Reported/ Can not calculate,Not Reported/ Can not calculate,336802.45068,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20210320,,1972.0,,Doped,Br2,2.69,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1972_Electrical Anisotropy of Synthetic Metals Based on Graphite,,,,,3,1.3493533037865189,,,,,,,,,,,,,0.42975228000240795,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,10.9483,Not Reported/ Can not calculate,Not Reported/ Can not calculate,68.80284527100001,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20210320,,1972.0,,Doped,K,2.69,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1972_Electrical Anisotropy of Synthetic Metals Based on Graphite,,,,,3,1.039346689227628,,,,,,,,,,,,,0.42975228000240795,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,63,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1000000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200101,AsF5,1977.0,Graphite,Doped,AsF5,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,"1977 ROOM TEMPERATURE ELECTRICAL CONDUCTIVITY OF A HIGHLY TWO DIMENSIONAL SYNTHETIC METAL: AsF
5_GRAPHITE",,,,,1,1.7993405494535817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,100,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200101,SbF5,1977.0,Graphite wire extrusion,Doped,SbF5,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1977 The electrical conductivity of graphite intercalated with superacid fluorides: experiments with antimony pentafluoride,,,,,1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,63,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20210319,HOPG,1977.0,,Doped,AsF5,2.6,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1977_High Electrical Conductivity in Graphite Intercalated with Acid Fluorides ,,,,,1,1.7993405494535817,,,,,,,,,,,,,0.414973347970818,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,9.09090909090909,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,2224,Not Reported/ Can not calculate,294,,20218.181818181816,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200518,Nitric Acid Doped,1980.0,Carbon Fiber,Not Reported/ Can not calculate,HNO3,1.25,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1980 PREPARATION AND ELECTRONIC PROPERTIES OF INTERCALATION COMPOUNDS OF GRAPHITE FIBERS ,,,,,1,0.9586073148417749,,,3.34713478291002,,2.4683473304121573,,,,,,,,0.09691001300805642,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,60,2.24,26.78571428571428,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20191229,"Was reported as an approximation, copper's conductivity at the density of graphite",1981.0,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1981_Intercalation compounds of graphite,,,,,13,1.7781512503836436,0.35024801833416286,1.4279032320494807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,38.14553990610345,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200518,AsF5 R vs T graph,1981.0,Not Reported/ Can not calculate,Not Reported/ Can not calculate,AsF5,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.544615384615384,0.544615384615384,0.544615384615384,0.77076923076923,2.62153846153845,4.813559322033883,4.813559322033883,1981_Intercalation compounds of graphite,,,,,13,1.581443766212176,,,,,,,,,,,0.6824663284048921,0.6824663284048921,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Single crystal graphite,2.2522086409294473,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200518,Single crystal graphite in AsF5 plot,1981.0,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.43954862976892,2.43954862976892,4.55131649650726,22.5282106394411,44.400859752821,18.200440528634495,9.755608028335274,1981_Intercalation compounds of graphite,,,,,13,0.3526086203743233,,,,,,,,,,,1.2600818998993435,0.9892543424257362,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,2.49,,,3000,,,,,,,,Yes,,,,,,,,Not Reported/ Can not calculate,20191229,,1981.0,,,,,,Not Reported/ Can not calculate,,,,,,,,,,,1981_Intercalation compounds of graphite,,,,,13,0.3961993470957364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,10.863999999999999,,,56,,,,,,,,Yes,,,,,,,,Not Reported/ Can not calculate,20191229,,1981.0,,,,,,Not Reported/ Can not calculate,,,,,,,,,,,1981_Intercalation compounds of graphite,,,,,13,1.0359897569364265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,16.942,,,860,,,,,,,,Yes,,,,,,,,Not Reported/ Can not calculate,20191229,,1981.0,,,,,,Not Reported/ Can not calculate,,,,,,,,,,,1981_Intercalation compounds of graphite,,,,,13,1.2289646774051606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,25.2,,,14,,,,,,,,Yes,,,,,,,,Not Reported/ Can not calculate,20191229,,1981.0,,,,,,Not Reported/ Can not calculate,,,,,,,,,,,1981_Intercalation compounds of graphite,,,,,13,1.4014005407815442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,15.86,,,26000,,,,,,,,Yes,,,,,,,,Not Reported/ Can not calculate,20191229,,1981.0,,,,,,Not Reported/ Can not calculate,,,,,,,,,,,1981_Intercalation compounds of graphite,,,,,13,1.200303182981585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,22.4,,,140000,,,,,,,,Yes,,,,,,,,Not Reported/ Can not calculate,20191229,,1981.0,,,,,,Not Reported/ Can not calculate,,,,,,,,,,,1981_Intercalation compounds of graphite,,,,,13,1.3502480183341627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,30.599999999999998,,,170000,,,,,,,,Yes,,,,,,,,Not Reported/ Can not calculate,20191229,,1981.0,,,,,,Not Reported/ Can not calculate,,,,,,,,,,,1981_Intercalation compounds of graphite,,,,,13,1.48572142648158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,16.2,,,180000,,,,,,,,Yes,,,,,,,,Not Reported/ Can not calculate,20191229,,1981.0,,,,,,Not Reported/ Can not calculate,,,,,,,,,,,1981_Intercalation compounds of graphite,,,,,13,1.209515014542631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,64.8,,,2700000,,,,,,,,Yes,,,,,,,,Not Reported/ Can not calculate,20191229,,1981.0,,,,,,Not Reported/ Can not calculate,,,,,,,,,,,1981_Intercalation compounds of graphite,,,,,13,1.8115750058705933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,11,,,11000,,,,,,,,Yes,,,,,,,,Not Reported/ Can not calculate,20191229,,1981.0,,,,,,Not Reported/ Can not calculate,,,,,,,,,,,1981_Intercalation compounds of graphite,,,,,13,1.0413926851582251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,33.33333333333333,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20210319,VGCF Annealed 2720,1981.0,,Doped,AsF5,1.694915254237288,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1981_Intercalation of vapor grown graphite,,,,,4,1.5228787452803374,,,,,,,,,,,,,0.2291479883578558,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
GIC,8.928571428571429,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20210319,VGCF Annealed 2720,1981.0,,Doped,HNO3,0.8849557522123893,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1981_Intercalation of vapor grown graphite,,,,,4,0.9507819773298184,,,,,,,,,,,,,-0.05307844348341976,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
